0;http://data.bibliotheek.nl/lexisnexis/5878-F4X1-DYRY-N3X2
1;http://data.bibliotheek.nl/lexisnexis/575D-WVF1-DYRY-N462
2;http://data.bibliotheek.nl/lexisnexis/51XV-SBW1-DYRY-N43F
3;http://data.bibliotheek.nl/lexisnexis/5593-SKH1-DYRY-N0KS
4;urn:ppn:342683926
5;http://data.bibliotheek.nl/lexisnexis/55GF-C8D1-DYRY-N270
6;http://data.bibliotheek.nl/lexisnexis/55V9-KCC1-DYRY-N4WN
7;http://data.bibliotheek.nl/lexisnexis/53DN-8331-JC8W-Y42D
8;http://data.bibliotheek.nl/lexisnexis/55R8-6961-JC8W-Y4MC
9;http://data.bibliotheek.nl/lexisnexis/55V9-KCC1-DYRY-N4XW
10;urn:ppn:318237385
11;urn:ppn:331409534
12;http://data.bibliotheek.nl/lexisnexis/576D-RWV1-DYRY-N3P4
13;http://data.bibliotheek.nl/lexisnexis/52C7-74P1-DYRY-N2TG
14;http://data.bibliotheek.nl/lexisnexis/5322-FD71-JC8W-Y3XV
15;http://data.bibliotheek.nl/lexisnexis/53XC-4G71-DYRY-N14M
16;urn:ppn:357389131
17;http://data.bibliotheek.nl/lexisnexis/53XH-5481-JC8W-Y47B
18;http://data.bibliotheek.nl/lexisnexis/55K6-K321-JC8W-Y006
19;http://data.bibliotheek.nl/lexisnexis/514G-4FF1-DYRY-N150
20;http://data.bibliotheek.nl/lexisnexis/58P8-N561-DYRY-N0M9
21;http://data.bibliotheek.nl/lexisnexis/55V7-M8M1-JC8W-Y093
22;http://data.bibliotheek.nl/lexisnexis/546V-0MG1-JC8W-Y1MH
23;urn:ppn:241575303
24;http://data.bibliotheek.nl/lexisnexis/54B9-B601-DYRY-N2KX
25;http://data.bibliotheek.nl/lexisnexis/5322-FD71-JC8W-Y44C
26;http://data.bibliotheek.nl/lexisnexis/51WT-D641-JC8W-Y54P
27;http://data.bibliotheek.nl/lexisnexis/55V8-2B61-JC8W-Y55C
28;http://data.bibliotheek.nl/lexisnexis/520D-NGW1-JC8W-Y1BX
29;http://data.bibliotheek.nl/lexisnexis/59CM-1V41-JC8W-Y4VH
30;http://data.bibliotheek.nl/lexisnexis/5442-79Y1-DYRY-N0RW
31;urn:ppn:298343851
32;http://data.bibliotheek.nl/lexisnexis/54S0-09J1-DYRY-N3GC
33;http://data.bibliotheek.nl/lexisnexis/54GT-2DF1-JC8W-Y3BM
34;http://data.bibliotheek.nl/lexisnexis/56B5-PT31-JC8W-Y2Y0
35;http://data.bibliotheek.nl/lexisnexis/517W-NCY1-JC8W-Y40F
36;http://data.bibliotheek.nl/lexisnexis/7YSK-GG20-Y9M6-H2TB
37;http://data.bibliotheek.nl/lexisnexis/55GG-XY81-DYRY-N0P8
38;http://data.bibliotheek.nl/lexisnexis/578J-DW91-DYRY-N4DN
39;http://data.bibliotheek.nl/lexisnexis/554V-F8P1-JC8W-Y3MH
40;http://data.bibliotheek.nl/lexisnexis/566S-5D71-DYRY-N1F9
41;http://data.bibliotheek.nl/lexisnexis/53P4-7GR1-DYRY-N53R
42;http://data.bibliotheek.nl/lexisnexis/576G-RXG1-JC8W-Y2JD
43;http://data.bibliotheek.nl/lexisnexis/52D3-DNX1-DYRY-N0YV
44;http://data.bibliotheek.nl/lexisnexis/510V-MCN1-DYRY-N0CX
45;http://data.bibliotheek.nl/lexisnexis/54JG-N1M1-DYRY-N2F9
46;urn:ppn:32825861X
47;http://data.bibliotheek.nl/lexisnexis/51X6-VS31-JC8W-Y3D8
48;http://data.bibliotheek.nl/lexisnexis/53H6-H6W1-JC8W-Y3VC
49;http://data.bibliotheek.nl/lexisnexis/516C-W621-DYRY-N493
50;http://data.bibliotheek.nl/lexisnexis/55J0-R571-DYRY-N2C7
51;urn:ppn:188702180
52;http://data.bibliotheek.nl/lexisnexis/57Y3-XF21-DYRY-N1VD
53;http://data.bibliotheek.nl/lexisnexis/564M-M501-JC8W-Y0H6
54;http://data.bibliotheek.nl/lexisnexis/52P6-18B1-JC8W-Y0MB
55;urn:ppn:241575095
56;http://data.bibliotheek.nl/lexisnexis/548C-S4K1-JC8W-Y42Y
57;http://data.bibliotheek.nl/lexisnexis/535K-TXS1-DYRY-N149
58;http://data.bibliotheek.nl/lexisnexis/54W5-GF21-JC8W-Y4YW
59;urn:ppn:327285788
60;http://data.bibliotheek.nl/lexisnexis/573W-9D91-JC8W-Y3D4
61;http://data.bibliotheek.nl/lexisnexis/56F6-K631-JC8W-Y407
62;http://data.bibliotheek.nl/lexisnexis/57Y3-XF21-DYRY-N1VD
63;http://data.bibliotheek.nl/lexisnexis/54JD-W6V1-JC8W-Y4GX
64;http://data.bibliotheek.nl/lexisnexis/516C-W621-DYRY-N4BN
65;http://data.bibliotheek.nl/lexisnexis/54FG-JFD1-JC8W-Y3B9
66;urn:ppn:357389131
67;http://data.bibliotheek.nl/lexisnexis/560R-PDP1-DYRY-N2CX
68;urn:ppn:34590589X
69;http://data.bibliotheek.nl/lexisnexis/5228-HXG1-JC8W-Y058
70;http://data.bibliotheek.nl/lexisnexis/55WT-CW71-DYRY-N2K7
71;http://data.bibliotheek.nl/lexisnexis/516C-W621-DYRY-N493
72;http://data.bibliotheek.nl/lexisnexis/51PX-29S1-DYRY-N333
73;http://data.bibliotheek.nl/lexisnexis/538F-K301-JC8W-Y1X1
74;http://data.bibliotheek.nl/lexisnexis/51W1-4KN1-DYRY-N1C0
75;http://data.bibliotheek.nl/lexisnexis/5310-KGT1-JC8W-Y0H9
76;http://data.bibliotheek.nl/lexisnexis/52NY-RVC1-DYRY-N094
77;http://data.bibliotheek.nl/lexisnexis/54P4-P1N1-JC8W-Y39G
78;http://data.bibliotheek.nl/lexisnexis/52T5-SGJ1-DYRY-N4TT
79;urn:ppn:339805587
80;http://data.bibliotheek.nl/lexisnexis/562X-XSC1-DYRY-N1PW
81;http://data.bibliotheek.nl/lexisnexis/521M-J2K1-DYRY-N0V0
82;http://data.bibliotheek.nl/lexisnexis/594K-5JN1-DYRY-N47V
83;http://data.bibliotheek.nl/lexisnexis/51CH-5XV1-DYRY-N3NF
84;http://data.bibliotheek.nl/lexisnexis/5316-D5X1-JC8W-Y3YR
85;http://data.bibliotheek.nl/lexisnexis/54R0-1XB1-JC8W-Y0PB
86;http://data.bibliotheek.nl/lexisnexis/57Y3-RDS1-DYRY-N082
87;http://data.bibliotheek.nl/lexisnexis/57CJ-C1K1-DYRY-N1CX
88;http://data.bibliotheek.nl/lexisnexis/579D-7FW1-JC8W-Y015
89;urn:ppn:27048356X
90;http://data.bibliotheek.nl/lexisnexis/51K1-YTR1-JC8W-Y4G1
91;http://data.bibliotheek.nl/lexisnexis/55YW-4B71-JC8W-Y2F7
92;http://data.bibliotheek.nl/lexisnexis/512S-C401-JC8W-Y4HR
93;http://data.bibliotheek.nl/lexisnexis/577S-HRP1-DYRY-N4HY
94;http://data.bibliotheek.nl/lexisnexis/53SY-KR11-DYRY-N18F
95;http://data.bibliotheek.nl/lexisnexis/52G8-SCN1-DYRY-N2MR
96;urn:ppn:342523279
97;http://data.bibliotheek.nl/lexisnexis/576D-S131-JC8W-Y01R
98;http://data.bibliotheek.nl/winklerprins/-100040679
99;http://data.bibliotheek.nl/lexisnexis/539R-V811-DYRY-N1BF
100;http://data.bibliotheek.nl/lexisnexis/53VF-7941-DYRY-N29V
101;http://data.bibliotheek.nl/lexisnexis/7YMH-XHW1-2R54-T34J
