1,0,0,0,0,0,0.375,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.75,0.75,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0.3185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.75,1,0.75,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0.3185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.75,0.75,1,0.8333333333,0.8333333333,0,0,0,0,0,0,0,0,0,0,0,0.3185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.75,0.75,0.8333333333,1,0.8333333333,0,0,0,0,0,0,0,0,0,0,0,0.3185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.75,0.75,0.8333333333,0.8333333333,1,0,0,0,0,0,0,0,0,0,0,0,0.3185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.375,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.375,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0.3194139194,0,0,0,0,0,0.5939393939,0.3222222222,0,0,0,0,0.3638888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3326388889,0.5939393939,0.5444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3174603175,0.5939393939,0.5444444444,0.5444444444,0.3222222222,0.3222222222,0.3222222222,0.3222222222,0.3222222222,0.3222222222,0.5444444444,0.5939393939,0.5166666667,0,0.5444444444,0.5939393939,0,0,0,0.3222222222,0.5939393939,0.3222222222,0.3194444444,0.3222222222,0.3194444444,0.3194444444,0.3222222222,0,0,0,0,0.3174603175,0,0,0,0,0.3222222222,0.3194444444,0,0.3222222222,0.5939393939,0.3743589744,0.3222222222,0.5939393939,0.3222222222,0.3743589744,0.5939393939,0.5939393939,0.5939393939,0.6242424242,0.5939393939,0.5939393939,0.5939393939,0,0.3174603175,0.3435897436,0.3222222222,0,0.3222222222,0.3222222222,0,0,0.3222222222,0.3717948718,0,0.3222222222,0.3717948718,0.3174603175,0.3222222222,0,0.3222222222,0,0.5939393939,0,0,0.3222222222,0.5939393939,0.4055555556,0,0.4055555556,0,0,0,0,0,0,0.3222222222,0.3222222222,0.3222222222,0,0.3743589744,0.5166666667,0,0,0.3222222222,0,0,0.3222222222,0.3222222222,0.3194444444,0.3222222222,0.3222222222,0.3194444444,0,0.3717948718,0,0,0.3222222222,0.3222222222,0.5166666667,0.5166666667,0.4027777778,0,0.3222222222,0.3174603175,0,0.3717948718,0.4027777778,0.3222222222,0,0,0,0.3222222222,0,0,0.3194444444,0,0,0.3194444444,0,0.3222222222,0,0,0.4027777778,0.3222222222,0.3194444444,0,0.6242424242,0,0.3222222222,0,0,0.3717948718,0,0,0,0.3717948718,0.3717948718,0.3717948718,0,0,0,0,0,0,0,0,0.3222222222,0,0.36996337,0.3717948718,0,0,0,0,0.3222222222,0.3222222222,0,0,0.3222222222,0.3222222222,0,0.3717948718,0.3717948718,0.3717948718,0,0.3717948718,0.3174603175,0,0,0.3222222222,0,0.3174603175
0,0,0,0,0,0,0,0,0.3194139194,1,0,0,0,0,0,0.3114219114,0.3128205128,0,0,0,0,0.421978022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4678904429,0.3044289044,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.4945054945,0.3044289044,0,0,0.4769230769,0.4153846154,0.4153846154,0.4153846154,0.3038461538,0.3282051282,0,0.3033530572,0,0.5333333333,0,0,0.4,0.4512820513,0.4256410256,0.4153846154,0,0.406993007,0,0,0,0,0.3128205128,0.3384615385,0.3186813187,0.3186813187,0.3186813187,0.3000333,0.3186813187,0.3186813187,0.5,0.5282051282,0.4769230769,0.4743589744,0.4256410256,0.4,0,0.4582750583,0.4153846154,0,0.4153846154,0.4582750583,0,0,0,0,0,0,0,0.3230769231,0.3000333,0.3300699301,0.3044289044,0.3230769231,0,0,0.3186813187,0,0,0.4370629371,0.3538461538,0.4,0.4230769231,0.3956043956,0.406993007,0.441025641,0.410989011,0.4230769231,0,0.4256410256,0.4230769231,0.410989011,0,0,0.3604395604,0,0.3186813187,0.3186813187,0.3230769231,0.3454545455,0.3230769231,0.3230769231,0,0,0.4,0.4256410256,0.4512820513,0,0.3186813187,0.3205128205,0.3128205128,0.3186813187,0.4256410256,0.4256410256,0.5025641026,0.4743589744,0.4,0.4,0.4743589744,0.441025641,0.3205128205,0.3974358974,0.441025641,0.4256410256,0.5025641026,0,0,0,0.3454545455,0,0.3956043956,0.4256410256,0.3205128205,0,0.3128205128,0.3205128205,0.3186813187,0.5,0.4,0.4230769231,0.4230769231,0.3974358974,0.4230769231,0.5,0.4743589744,0.5,0.4153846154,0.506993007,0.4256410256,0.3974358974,0.3128205128,0.4743589744,0.4256410256,0,0.5,0.4,0.3974358974,0.3230769231,0.3205128205,0.3186813187,0.3974358974,0.3230769231,0.3205128205,0.3275058275,0.3205128205,0.3384615385,0.3186813187,0.3186813187,0.3230769231,0.3186813187,0.3300699301,0.3256743257,0.3230769231,0.4256410256,0.3230769231,0.4212454212,0.3205128205,0.3230769231,0.3230769231,0.3205128205,0.3230769231,0.4256410256,0.4256410256,0.4512820513,0.5,0.4153846154,0.3128205128,0.4044289044,0.4230769231,0.3205128205,0.3205128205,0.3384615385,0.3205128205,0.4725274725,0.5,0.3230769231,0.3128205128,0.4,0.4865134865
