;118;14;15;19;20;21;23;26;28;29;30;31;32;33;34;36;37;38;39;40;49;50;51;52;53;54;55;56
118;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;0;1;0.5;0;0;0.32142857142857145;0;0;0;0;0;0;0;0.32142857142857145;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;0;0.5;1;0.3076923076923077;0.5384615384615384;0.34615384615384615;0.32691511387163563;0.3076923076923077;0.3095238095238096;0;0;0;0;0.42857142857142855;0;0.3076923076923077;0.3111111111111111;0.3076923076923077;0;0.3076923076923077;0.3076923076923077;0;0;0;0.3076923076923077;0;0.3076923076923077;0
19;0;0;0.3076923076923077;1;0.36363636363636365;0.35;0;0;0;0;0;0;0;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20;0;0;0.5384615384615384;0.36363636363636365;1;0.5;0.3095238095238096;0.3333333333333333;0.33333333333333337;0;0.3076923076923077;0;0;0.38461538461538464;0;0.36363636363636365;0;0.3333333333333333;0;0.3333333333333333;0.36363636363636365;0;0;0;0.38461538461538464;0;0.38461538461538464;0
21;0;0.32142857142857145;0.34615384615384615;0.35;0.5;1;0;0;0;0;0.3333333333333333;0;0;0.375;0;0;0;0;0;0;0;0;0;0;0.3333333333333333;0;0.3333333333333333;0
23;0;0;0.32691511387163563;0;0.3095238095238096;0;1;0.3076923076923077;0.380952380952381;0;0;0;0;0;0;0.38461538461538464;0;0.3076923076923077;0.36024844720496896;0.3076923076923077;0.3076923076923077;0;0.35714285714285715;0;0.38461538461538464;0.35714285714285715;0.38461538461538464;0.47619047619047616
26;0;0;0.3076923076923077;0;0.3333333333333333;0;0.3076923076923077;1;0.3333333333333333;0;0;0;0.36363636363636365;0;0.3076923076923077;0.5303030303030304;0;0.45454545454545453;0.3076923076923077;0.5454545454545454;0.45454545454545453;0.32142857142857145;0.3076923076923077;0.32142857142857145;0.3333333333333333;0.3076923076923077;0.375;0
28;0;0;0.3095238095238096;0;0.33333333333333337;0;0.380952380952381;0.3333333333333333;1;0;0;0;0;0.36111111111111116;0.3076923076923077;0.3333333333333333;0;0.3333333333333333;0.38461538461538464;0.3333333333333333;0.3333333333333333;0;0.46153846153846156;0;0.38461538461538464;0.38461538461538464;0.38461538461538464;0.35714285714285715
29;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.32051282051282054;0;0.4444444444444445;0;0;0;0;0;0;0;0;0;0;0
30;0;0;0;0;0.3076923076923077;0.3333333333333333;0;0;0;0;1;0;0;0.3076923076923077;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32;0;0;0;0;0;0;0;0.36363636363636365;0;0;0;0;1;0;0.3076923076923077;0.36363636363636365;0;0.5454545454545454;0.3076923076923077;0.5454545454545454;0.45454545454545453;0.32142857142857145;0;0.32142857142857145;0;0;0;0
33;0;0.32142857142857145;0.42857142857142855;0.3333333333333333;0.38461538461538464;0.375;0;0;0.36111111111111116;0;0.3076923076923077;0;0;1;0;0;0;0;0;0;0;0;0.3076923076923077;0;0;0;0;0
34;0;0;0;0;0;0;0;0.3076923076923077;0.3076923076923077;0.32051282051282054;0;0;0.3076923076923077;0;1;0.3333333333333333;0.32051282051282054;0.3076923076923077;0.35714285714285715;0.38461538461538464;0.38461538461538464;0;0.32142857142857145;0;0;0;0;0
36;0;0;0.3076923076923077;0;0.36363636363636365;0;0.38461538461538464;0.5303030303030304;0.3333333333333333;0;0;0;0.36363636363636365;0;0.3333333333333333;1;0;0.45454545454545453;0.3076923076923077;0.5;0.5555555555555556;0.34523809523809523;0.3076923076923077;0.34523809523809523;0.3333333333333333;0.3076923076923077;0.375;0
37;0;0;0.3111111111111111;0;0;0;0;0;0;0.4444444444444445;0;0;0;0;0.32051282051282054;0;1;0;0;0;0;0;0;0;0;0;0;0
38;0;0;0.3076923076923077;0;0.3333333333333333;0;0.3076923076923077;0.45454545454545453;0.3333333333333333;0;0;0;0.5454545454545454;0;0.3076923076923077;0.45454545454545453;0;1;0.3076923076923077;0.5454545454545454;0.45454545454545453;0.4642857142857143;0.3076923076923077;0.4642857142857143;0.3333333333333333;0.3076923076923077;0.375;0
39;0;0;0;0;0;0;0.36024844720496896;0.3076923076923077;0.38461538461538464;0;0;0;0.3076923076923077;0;0.35714285714285715;0.3076923076923077;0;0.3076923076923077;1;0.38461538461538464;0.38461538461538464;0;0.38461538461538464;0;0.38461538461538464;0.38461538461538464;0.38461538461538464;0.35714285714285715
